u,g,r,i,z,redshift
23.82114,23.77605,23.24764,20.99485,20.2411,-0.001260175
23.74288,20.84118,19.05452,18.50924,18.03927,0.3476469
21.6517,21.05979,21.036,20.7371,20.53766,1.643241
22.57454,22.13243,22.33536,22.05298,20.96634,1.0484
24.63463,21.53737,21.94163,21.5583,21.08386,0.0001222919
22.26353,22.38842,20.75297,19.91134,19.53648,0.5867128
18.59953,16.17458,15.13472,14.73239,14.50132,-1.899732e-05
22.74838,21.82448,21.77769,21.85751,21.009,2.684268
20.55203,18.85855,17.93663,17.43109,17.10964,0.1682883
19.68723,18.33711,17.66745,17.23182,16.98917,0.1339913
21.90653,20.38602,18.83751,18.19024,17.90161,0.3150921
21.13965,20.58435,20.31579,19.91633,20.05683,1.600293
18.73677,17.74848,17.38477,17.19772,17.03675,0.01467243
20.24486,19.97911,19.49636,19.01106,19.00073,0.2060784
23.83937,21.5533,20.01708,19.17221,18.6771,0.5081477
20.6602,20.59988,20.57702,20.14846,20.46986,1.687035
22.76635,22.78217,21.12766,19.94665,19.42836,0.589416
18.58076,17.65049,17.14941,16.81956,16.62382,0.04244238
18.85743,17.702,17.24695,17.05602,16.96359,-1.814001e-05
23.3842,23.51402,21.41557,20.23523,19.57514,0.5422783
17.35695,16.36961,16.03329,15.90279,15.85012,-0.0002510469
23.41775,19.25098,18.64474,18.32505,18.22426,3.120801
19.50034,18.15456,17.56763,17.25215,17.00926,0.0539566
22.52798,21.34703,20.77868,20.54234,20.4634,-0.0006939106
23.9786,21.52319,20.33557,19.95123,19.65409,-0.0001195868
21.91626,21.45278,21.32646,21.06954,20.49829,1.835833
22.52622,20.53148,18.8581,18.27461,17.89602,0.330141
21.45435,18.61618,17.35849,16.86201,16.58754,-0.0002444727
24.24761,22.51597,20.91761,19.92112,19.53857,0.5126241
16.59677,15.39489,14.99941,14.83664,14.78306,-1.463119e-05
20.85494,19.17229,17.76513,17.16669,16.74992,0.2353503
19.3756,18.52886,18.31359,17.97666,17.96968,0.08392091
25.56141,22.91386,22.39841,21.47905,21.72936,0.7843828
23.9612,22.40766,20.84372,19.88695,19.50832,0.5334148
19.86681,17.84603,16.8803,16.46075,16.10569,0.1009565
23.82595,21.47502,21.26167,21.07002,21.1125,3.228383
23.92318,21.05578,20.19553,19.96789,19.94945,3.521727
22.48824,23.50442,21.56496,20.07452,19.42303,0.7658038
24.13874,23.60521,21.41803,20.05384,19.61556,0.6078164
22.09986,21.07785,20.8927,20.70305,20.50128,1.733748e-05
24.18557,21.47173,21.0062,20.49811,19.90334,2.485505
20.55955,20.47376,20.27565,20.1212,20.08068,1.42969
21.83665,21.12049,21.10636,21.16657,21.26205,6.18253
25.55594,22.79595,21.14512,20.15184,19.76439,0.5455764
24.13391,22.76196,21.21533,20.14036,19.42286,0.0002914753
19.65689,17.84594,17.00359,16.62277,16.30154,0.0557804
27.36539,21.12811,19.42112,18.47383,17.91748,0.5757542
21.61977,21.24209,21.21519,20.91506,20.8841,0.7897916
20.23357,19.3713,19.32854,19.37158,19.44091,-0.0008557754
23.06084,21.48842,20.35693,19.62818,19.25745,0.4280504
26.43365,23.27632,22.15512,20.57997,19.61206,1.034952
21.62328,19.50675,18.04672,17.50389,17.15465,0.2442198
21.2325,20.18667,19.63679,19.455,19.05034,3.310624
23.52395,21.60148,19.80669,18.97358,18.46291,0.4912534
23.23203,21.59481,22.17104,22.63099,20.55882,0.2898222
22.10251,22.06266,21.67644,21.79398,21.80827,0.9813735
21.93592,21.0625,20.75845,20.69447,20.88706,0.0002214283
19.40077,18.26037,17.48279,17.05726,16.7489,0.1479605
20.77542,19.95,19.63273,19.58759,19.55999,1.246214
23.84275,22.76685,20.68264,19.74384,19.36607,0.4696387
22.50528,21.70409,21.53908,21.50699,21.14268,1.323415
24.5626,21.66967,20.5309,19.56405,19.03461,0.6620336
24.36711,22.36274,20.60058,19.41485,18.97617,0.550285
21.17761,20.44092,20.17678,20.15561,19.88844,0.0001447074
26.14426,25.0003,23.79693,22.5679,20.74394,-0.002166292
18.23981,17.29343,16.99688,16.87201,16.85243,-0.0008058153
23.71514,21.96076,22.32526,21.91821,20.66392,0.673216
20.9634,19.52019,18.88777,18.64123,18.54467,0.0003439148
18.40143,17.47045,17.26419,17.00005,16.90615,0.04234894
21.40121,20.74065,20.82733,20.82621,20.55437,2.437407
19.76076,18.1136,17.33406,16.92008,16.6406,0.07916155
19.66886,18.54621,17.59301,17.11231,16.83313,0.2332717
22.65233,22.55986,21.07913,19.90224,19.55811,0.6349681
17.92948,18.19919,18.66623,19.01955,19.31679,7.59593e-05
23.49485,22.87278,21.38601,20.62256,19.89322,0.519859
23.41935,20.68952,18.86918,18.27649,17.97709,0.3441512
19.28242,17.66146,16.97507,16.58502,16.30916,0.1076404
24.52454,22.45043,20.62542,19.45371,19.04106,0.6030762
22.89855,22.48189,22.13024,21.89756,21.0431,1.020925
18.95067,17.59254,17.10685,16.73424,16.62215,0.0567941
22.12825,21.22433,20.8049,20.55736,20.1181,-0.0001505439
20.14605,18.31742,17.27128,16.79367,16.42703,0.1325151
24.32936,23.52152,22.01838,20.48544,19.61344,0.0001151127
23.76797,21.87028,21.36961,21.11601,20.95399,-0.0001669419
21.64364,21.0535,20.84087,20.86209,20.73742,2.517259
22.68822,21.85145,20.5919,19.65663,19.36321,0.1888542
21.68967,19.83534,19.60171,19.55429,19.42009,2.988171
19.55921,17.77324,16.82107,16.37001,15.98713,0.09590987
25.771,22.12162,20.58834,19.67466,19.17706,0.5088045
20.64615,19.5696,19.23155,19.15204,19.13132,-0.0003317255
18.42506,16.56125,15.67387,15.25637,14.91427,0.05318789
18.99998,17.70794,16.99309,16.63391,16.36014,0.1134682
21.15078,21.39386,21.1578,21.18279,21.25885,1.184168
17.27775,16.20749,15.87595,15.64459,15.49936,0.01978305
20.32256,17.99962,16.93431,16.46559,16.11314,0.1275068
22.12489,20.51474,19.80622,19.58302,19.45334,1.358516
19.99554,18.09656,17.36916,17.0319,20.16307,0.02189322
20.89907,19.83293,19.20364,18.84957,18.70072,0.1396054
22.48976,21.00995,20.67063,20.45845,20.40882,0.0001481985
22.24034,21.38082,20.10729,19.35451,19.07265,0.5159547
24.60453,21.99178,20.2034,19.01996,18.43628,0.5777519
23.71406,22.22919,20.30307,19.65367,19.24476,0.2994423
21.89424,19.83,18.7026,18.23941,17.99737,-0.0003205492
22.64737,21.42235,21.76145,21.43175,21.77059,0.0004669307
25.98351,20.74391,19.11249,18.43738,18.09639,0.4082155
24.39896,22.27595,20.47369,19.6706,19.46977,0.481304
19.48589,17.51935,16.59345,16.18892,15.8736,0.08872618
19.56115,18.63662,18.06582,17.72995,17.54458,0.1556871
19.14375,17.33742,16.47627,16.05867,15.73417,0.07687967
21.13038,20.55791,20.241,19.86434,19.77327,1.564524
25.59816,24.99002,21.97906,20.77845,19.58694,0.8414551
18.97997,17.39275,16.5874,16.18032,15.90929,0.08506221
23.13271,22.08631,20.16549,19.17549,18.58017,0.5018978
19.89188,18.57773,18.02758,17.77906,17.60387,0.000124339
25.59995,22.50676,20.62609,19.48478,19.07943,0.562494
21.26364,21.04,20.90615,20.44726,20.10497,1.691537
24.30937,22.51626,21.5974,20.43989,19.95588,0.8626858
22.04659,21.78151,21.57097,21.3061,21.06903,1.454849
22.65973,22.73979,22.07545,22.15375,21.28904,0.991741
23.26663,22.7651,20.80072,19.90605,19.16235,0.6019825
20.01316,18.88442,18.51053,18.37506,18.32364,-0.0007453945
22.23291,21.76993,21.6772,21.5296,20.73843,0.8244005
22.29319,22.3444,20.91973,20.18182,20.45182,0.6974769
26.27872,23.06609,20.99927,19.81074,19.17234,0.6512328
21.88858,21.47122,21.44006,21.45131,21.09638,0.0001344171
25.95042,22.4924,20.82552,19.88141,19.39614,0.5006188
20.52674,18.71596,17.73202,17.31125,16.96898,0.1272643
20.41332,19.69123,19.42799,19.41227,19.35579,1.357913
24.07019,20.83435,19.4029,18.85504,18.4737,0.199467
24.22799,22.02142,20.48598,19.63923,19.12698,0.4977705
19.97734,19.00542,18.6662,18.54428,18.53215,-0.0004673212
20.92285,20.62088,20.5785,20.34655,20.0546,2.139553
21.60705,20.36633,20.18917,20.0384,19.89215,2.72324
20.42044,18.58514,17.55288,17.08477,16.71329,0.1349433
22.76328,21.45597,21.05639,20.91622,21.08967,-8.805479e-05
23.19127,22.68242,20.92995,19.86783,19.44678,0.5723128
22.2578,21.05038,19.50669,18.67736,18.22174,0.492974
21.81092,21.10563,20.06093,19.30713,18.88181,0.5843675
20.50445,18.79284,17.8949,17.4924,17.17488,0.102134
19.89945,19.11402,17.65498,17.24251,16.82256,0.1423937
23.09267,22.95701,22.38121,21.3924,21.56784,0.7238374
19.3504,18.43403,18.14859,18.02782,18.03191,0.0005595617
22.31237,22.02912,21.23275,21.69006,20.93804,0.3092227
22.70079,22.70826,22.1097,22.49011,22.15209,1.270241
24.98956,23.69216,21.97232,19.34548,17.92097,7.292064e-05
22.6359,22.41311,20.48621,19.29514,18.69919,0.5943148
21.335,22.29342,21.64191,21.87626,20.66977,1.407275
24.11202,23.49451,21.97677,20.55239,19.94517,6.596772e-05
20.7972,18.65462,17.23843,16.63885,16.30099,0.2019158
23.88022,23.05616,21.45217,20.32734,19.68682,0.682451
21.03836,20.8129,20.7163,20.45953,20.22962,1.521465
22.87803,21.98889,21.689,21.40404,21.00702,1.495715
18.19855,18.17008,17.98443,18.21399,18.2412,1.024695
18.98957,17.18491,16.3541,15.91804,15.69028,0.04443351
21.30713,20.29366,19.95556,19.87092,19.7425,0.0001938949
23.36949,21.8691,21.42702,21.32118,21.80713,-0.0004540008
22.34595,20.73494,19.07108,18.41151,18.09606,0.327403
23.11067,21.56041,21.74591,21.71489,21.46552,-0.0005291572
25.50585,23.35988,21.22048,20.00414,19.5043,0.6278782
20.54067,18.47765,17.31097,16.81454,16.3889,0.1407188
22.7814,20.78399,19.09537,18.44977,18.08021,0.3226477
20.44127,19.14329,18.54545,18.29655,18.14993,-0.001143944
21.9209,21.65171,21.21861,20.99364,21.37159,1.486887
21.10672,20.72405,20.22714,20.08568,20.15882,1.206386
22.993,21.03116,19.15574,18.45712,18.04912,0.3913683
20.27099,19.35796,19.11336,19.02116,19.0589,-0.0003022514
20.10594,19.97838,19.62079,19.58605,19.51674,1.2219
23.88038,20.81468,20.35918,20.25401,20.31247,6.60496
23.68031,20.68029,19.73809,18.70099,17.94028,-3.167846e-05
23.28022,21.60294,20.78286,20.75795,21.32633,0.0005487297
21.71144,19.81269,18.15342,17.58742,17.25172,0.2885273
19.42952,17.58078,16.72029,16.33605,16.08361,0.0632254
24.75793,22.82009,22.00439,21.40827,20.67824,0.7315274
25.55684,23.28622,21.70145,20.49086,19.68179,0.6054493
25.47769,24.98283,20.12347,18.98793,18.84559,-6.384938e-05
24.40623,22.99391,22.08964,21.49948,21.30216,0.9078916
22.4861,21.10317,20.76102,20.62965,20.42729,7.893956e-05
21.50352,21.05074,20.14303,19.82408,19.19533,0.3134246
22.05254,21.23162,21.14335,21.12661,20.63588,0.7931156
23.57597,22.19795,21.89864,21.44823,21.84468,0.8717776
21.14517,19.43497,18.52145,18.1365,17.90187,1.154297e-05
25.30393,22.68136,21.00958,19.65294,18.90112,2.918835e-05
22.29071,19.56591,18.15483,17.27931,16.83965,5.445316e-06
24.00121,23.33442,21.23164,20.12383,19.71801,0.5420285
21.56837,21.34964,21.0087,21.10816,20.95574,1.278152
22.56065,22.38002,21.38425,20.28029,19.47657,1.351779
19.00293,17.24368,16.42957,16.03732,15.70699,0.0348448
21.92172,21.25951,19.51853,18.65886,18.24422,0.4815081
20.06778,18.51283,17.83619,17.56727,17.45181,-0.0003147895
19.62452,18.00209,16.96043,16.49277,16.13947,0.1557829
21.46869,21.12444,20.69552,20.79206,20.3224,1.391762
24.06331,22.08194,20.44593,19.60275,19.18887,0.4747461
19.23919,18.04648,17.50419,17.16102,16.90661,0.05434996
23.98205,22.53388,20.81327,19.84229,19.26246,0.4929537
23.32131,21.91283,21.39604,21.37246,24.24891,0.1207264
25.56509,22.65326,21.06608,18.95758,17.7781,1.489619e-05
21.11596,20.92621,20.90037,20.53036,20.47713,1.680143
20.31203,18.73525,17.90964,17.49116,17.25432,0.1094533
20.17054,19.22597,18.91291,18.78085,18.72762,0.0002315794
20.76945,19.8843,19.50433,19.3565,19.34013,0.000513212
19.62273,18.37216,17.87546,17.63815,17.4889,7.169203e-05
22.26339,22.93847,20.92922,19.95012,19.5827,0.5330758
19.77727,18.76722,18.40863,18.2672,18.19985,-0.0002565882
19.84987,18.42339,17.526,17.05943,16.78588,0.1687397
26.04352,23.49044,21.85749,20.52583,19.59748,0.7475947
23.16898,22.21407,20.72125,20.34784,20.04179,0.32928
22.76626,22.00962,21.98691,21.74371,21.1746,1.837266
21.40883,21.17129,20.76872,20.85013,20.76755,1.257821
24.06926,20.57307,19.97676,19.78862,19.69497,-0.0003526053
22.11795,21.09821,20.62594,20.46087,20.12597,-0.001303698
22.99846,21.48701,19.55081,18.79729,18.30157,0.3440365
23.22197,21.08289,19.55699,18.69056,18.1567,-5.040761e-05
22.4208,20.80696,20.68229,20.62686,20.99207,-0.0009204108
26.58755,20.91068,19.99245,19.55455,19.32729,-0.0001701695
20.3603,18.40856,17.25892,16.77167,16.4588,0.2496535
24.35492,21.34694,20.44696,20.35917,20.335,3.574113
25.53846,23.38866,22.55293,21.29505,23.88396,0.9656839
19.30988,17.7156,17.15893,16.95264,16.8612,0.0002440112
19.76415,17.997,16.95744,16.47934,16.12667,0.2143867
24.82154,23.01651,21.70659,20.67118,19.97087,1.370632e-05
20.89078,20.95395,20.68989,20.77202,20.57253,1.21321
20.90711,19.95023,19.75123,19.61974,19.56575,-0.0004051366
20.72647,20.54219,20.46144,20.31866,20.07352,0.8308346
21.7107,21.84619,20.41886,19.18431,18.68421,0.6317963
20.65958,20.75413,20.90672,20.7513,20.44522,2.067646
23.36482,21.7005,19.97226,19.01416,18.46819,-7.57765e-05
24.66642,21.44045,21.19618,21.00197,21.02527,5.86327e-05
25.69268,21.83421,21.96217,21.23118,20.68543,1.157146
19.14917,17.38848,16.59573,16.27584,16.03099,0.130219
23.56913,22.49516,20.46418,19.2732,18.75368,0.6200369
21.05453,18.83825,17.60858,17.09704,16.71056,0.1735115
22.37698,22.70705,22.04879,20.96546,20.66035,0.7124509
16.41606,14.78892,14.01136,13.62993,13.36142,0.03790227
22.01197,20.37275,18.71977,18.09265,17.65514,0.3293264
21.87755,22.17676,21.87168,21.97671,21.27701,0.4802076
24.26723,21.82361,21.53598,21.52402,21.7729,3.097531
23.64185,22.11567,20.69022,19.87498,19.58846,0.5009499
20.73231,20.48588,20.42319,20.19867,20.41445,1.561359
23.44788,21.99957,20.27105,19.37136,18.87318,0.5068285
19.85385,18.97459,18.6799,18.55249,18.54708,-0.0003032701
18.15396,17.23699,16.91828,16.76634,16.73904,0.0004179987
24.67625,21.66038,20.21415,19.36534,18.76655,0.490793
19.512,17.54766,16.50823,16.07072,15.6981,0.134281
19.25605,17.88696,17.15327,16.71693,16.42841,0.08163691
22.24123,22.40178,22.66977,22.0151,20.85929,1.221335
21.71437,20.89767,20.56975,20.47257,20.28155,-0.0009797341
22.45662,22.63175,21.90309,20.80619,19.77149,0.5315405
19.49071,18.52051,18.27801,18.16122,18.19844,0.0005327291
16.43811,15.20006,14.74997,14.62205,14.59858,1.155901e-05
21.7277,20.94453,20.67688,20.5271,20.06575,-0.0002713577
25.42685,23.22105,21.50427,20.3134,19.66596,0.778054
20.58182,18.5519,17.575,17.16948,16.82745,0.1027981
19.40133,19.32861,19.31108,18.95663,18.93384,1.882092
18.21626,17.22279,16.8683,16.66165,16.51488,0.03165368
22.42447,22.07219,20.45697,19.55669,19.35538,0.4901956
22.55764,23.12675,21.87608,20.6733,19.82829,0.695454
22.80374,21.21035,21.29329,21.37977,20.78424,-0.0001440752
22.6121,23.11847,22.56821,20.88755,19.98649,0.8074447
22.63742,21.59418,20.27161,19.48557,19.25477,0.4439639
26.99309,21.59628,20.03951,19.22464,18.80808,0.4372479
21.0066,18.48361,17.05178,16.52498,16.12464,0.208898
25.32289,22.73893,21.39435,20.3576,19.68631,0.7574387
19.19329,17.78863,17.25277,17.01264,16.89043,-0.0001021335
24.0255,23.00079,22.07454,21.91948,21.61643,0.122383
23.452,21.66768,20.722,19.69549,19.08938,0.7268467
22.92518,21.26039,20.68211,20.40689,21.3644,0.2967201
20.82488,19.00145,17.64101,17.11136,16.73423,0.2101959
21.17724,19.1189,17.67302,17.1454,16.80241,0.2259754
19.2564,18.28476,17.91078,17.76002,17.69147,-0.0005926715
21.73039,20.0652,19.3161,19.00107,18.81049,0.04507884
25.10129,23.01238,22.13021,21.99653,21.85486,0.5117455
21.30285,19.24679,17.86504,17.34593,16.9784,0.2056672
18.88846,17.87663,17.77239,17.74468,17.8165,-0.0004161435
22.17338,21.49758,21.46773,21.57457,21.46842,2.271517
20.10411,20.06828,20.04536,19.72015,19.60906,1.858335
24.50992,22.84604,21.28497,20.17959,19.62752,0.5681005
19.81557,19.67535,19.57797,19.37478,19.32036,1.498011
21.31421,20.6223,20.11839,19.43823,19.15865,0.5832199
21.03549,20.47386,20.3727,20.40736,20.46998,-0.0003951683
20.96142,19.90253,19.56089,19.45987,19.05334,0.04343249
22.21733,21.71072,20.25656,19.29565,18.88741,0.6362042
20.47803,20.37873,20.18559,20.07434,20.36345,1.432346
22.79785,21.05651,19.2558,18.50639,17.9996,0.3800772
20.00209,18.35984,17.1223,16.63883,16.25582,0.1731331
18.6538,18.33788,18.18179,18.25072,18.08957,0.7633511
22.26291,21.92226,21.80982,21.63495,21.61771,2.127875
19.3055,17.02773,16.0731,15.72647,15.54804,2.972187e-05
22.63129,21.85957,21.78317,21.75136,20.86678,0.2889992
22.3044,21.53175,20.25887,19.38958,18.84044,0.5325523
23.44688,20.25823,18.48258,17.71834,17.31222,0.2562778
20.58985,20.60011,20.38399,20.46644,20.34612,1.387111
18.4617,16.64187,15.76909,15.38348,15.05005,0.07209611
23.14844,22.35833,20.94588,19.78474,19.42639,0.5665485
20.47866,20.30042,20.24717,20.0869,20.19221,1.563643
23.19862,21.13855,19.43607,18.78347,18.37222,0.3858285
22.36378,22.17597,21.53142,21.3154,22.65895,1.254778
24.23381,22.54963,21.10127,20.02066,19.55528,0.5417339
26.95616,21.03172,19.27209,18.31157,17.96703,0.4785639
26.16325,23.64933,22.14195,20.89722,19.94534,-4.687278e-05
20.71646,20.15864,19.95605,19.90176,19.62157,2.169642
19.30002,18.57004,18.29407,17.84339,17.85293,0.1030692
23.82261,24.67205,22.92745,23.55814,21.88632,0.2536396
20.02147,17.98084,16.8963,16.43892,16.03386,0.130197
24.77048,23.08856,21.03679,19.99763,19.60931,0.4824759
20.06337,19.96222,19.92113,19.52865,19.44656,1.788589
23.08216,22.75857,21.07205,19.88601,19.49767,0.5879335
23.20692,21.87084,20.27725,19.35345,18.73872,0.5077124
24.15304,20.48846,18.55313,17.87385,17.43259,0.3877771
22.74136,22.12622,20.49769,19.61091,19.24341,0.47798
22.93631,21.54308,20.09273,19.23668,18.90856,0.4682294
21.83123,19.40348,17.97046,16.6664,15.98312,2.916649e-05
19.52487,18.05349,17.20072,16.7315,16.38561,0.09580265
20.03944,19.10287,18.99725,18.95428,18.96157,-0.0005392837
21.32482,19.78041,19.12246,18.86078,18.77476,-0.0002302317
23.09166,22.05962,20.42267,19.39792,19.03228,0.5975319
22.80701,21.47443,20.74567,20.20817,20.12452,0.2700201
17.08702,15.95912,15.4094,15.13077,14.89833,0.0283182
18.43317,17.60719,17.13231,16.56713,16.45708,0.1865095
18.28942,17.06414,16.67106,16.50857,16.45982,-0.0001468989
18.19631,16.63019,15.92518,15.62109,15.60869,-0.0002937635
19.11352,17.86219,17.24394,16.84295,16.56669,0.1158268
20.08813,19.15509,18.82457,18.75546,18.78029,-0.0001381647
26.00035,22.48317,20.4219,19.23381,18.81758,0.5953976
23.07358,21.95808,20.34581,19.22743,18.75839,0.5877647
23.61765,23.03027,21.01291,19.82205,19.30818,0.6533343
24.14613,22.55514,20.77473,19.64194,19.13934,0.6396851
24.97504,22.23284,20.64821,19.7636,19.37655,0.4198056
21.83031,22.18242,21.88446,21.40346,21.24874,0.784484
22.18609,21.25314,19.42939,18.64369,18.17355,0.451706
25.46499,23.61704,21.84731,20.76943,19.98424,0.663325
25.49124,22.81878,21.60068,20.15814,19.55628,-0.0003209742
23.13562,21.3587,19.53838,18.83115,18.26092,0.4527708
23.47734,21.77279,20.62416,19.60087,19.18021,0.4514875
25.51089,22.27013,20.65537,19.7307,19.46463,0.5066914
20.89512,18.9535,17.69914,17.23952,16.91358,0.1806829
24.23743,21.87431,21.57737,21.1498,20.806,2.254785
22.49477,20.59674,20.2039,19.85794,19.71389,0.09612651
23.61389,22.67116,21.41681,20.16739,19.48778,0.6286467
19.46102,19.17895,19.19426,19.07467,19.08933,1.561603
23.42374,22.78743,22.10892,20.67885,19.88755,0.7127973
24.64168,20.76514,19.20732,18.20772,17.67208,6.259618e-05
21.49511,21.15801,20.98154,20.90488,20.53506,0.9538719
22.26056,21.55117,21.48048,20.98105,20.91587,1.793344
22.05823,22.56532,21.34317,20.02107,19.178,0.7632373
23.1006,22.35854,20.29545,19.2842,18.67611,0.473114
24.87447,23.79644,23.5126,22.26153,21.85548,0.409775
23.89974,21.79222,20.37892,19.5546,19.15994,-6.792851e-05
21.22726,20.86121,20.85673,20.86067,21.0026,2.166818
22.45096,22.1517,21.48426,20.73214,20.95758,0.6692581
22.1875,21.34759,20.25473,19.24064,18.78742,0.6246471
24.325,22.87238,21.46514,20.43875,19.85335,-4.149197e-06
20.41187,19.47819,19.2075,19.09306,19.01989,-0.001003068
22.58356,21.87566,21.74103,21.86254,21.66203,0.0002194614
21.50809,21.66063,21.42878,21.15454,20.88552,1.087921
19.88131,19.44188,19.11526,19.08977,18.52712,0.3662261
21.94339,21.7533,21.60454,21.30359,21.47326,2.034522
23.62842,22.8375,22.32752,21.80469,22.01285,0.8300341
19.01744,17.75603,17.23194,16.94402,16.78857,0.03963888
22.10646,21.63541,21.77976,21.66883,20.92423,2.36949
21.57956,21.03477,20.74253,20.39396,20.09881,0.743041
18.57137,18.60205,17.94477,17.47239,17.17794,4.548636e-05
18.54297,17.50923,17.02216,16.58811,16.44206,0.07608087
26.17654,20.72418,18.99611,18.30535,18.00132,0.3991776
22.64167,21.09463,19.1702,18.46963,17.96506,0.3982481
23.77838,23.67176,22.65346,20.85031,19.78981,0.7634003
20.05213,20.06299,20.0988,19.7839,19.73375,2.110469
21.46274,21.36184,21.38937,20.98647,21.02486,1.775793
21.80594,22.16202,21.88109,21.80249,21.31376,0.5573713
22.30398,20.16621,18.59693,18.01444,17.63113,0.2732614
